"actual","predicted","error","mse","rmse","mae"
14513.87,10321.8931830274,4191.97681697263,22639406.2747011,4758.08851059973,7.78671325663048e-13
5095.54,7926.15063786792,-2830.61063786792,22639406.2747011,4758.08851059973,7.78671325663048e-13
6832.98,11976.2177240499,-5143.23772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
14155.42,11976.2177240499,2179.20227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
10963.72009,10321.8931830274,641.826906972628,22639406.2747011,4758.08851059973,7.78671325663048e-13
10606.4,11976.2177240499,-1369.81772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
9490.423701,10837.1988302728,-1346.77512927285,22639406.2747011,4758.08851059973,7.78671325663048e-13
12540.46881,11976.2177240499,564.251085950084,22639406.2747011,4758.08851059973,7.78671325663048e-13
10315.67,10837.1988302728,-521.52883027285,22639406.2747011,4758.08851059973,7.78671325663048e-13
8867.92,10837.1988302728,-1969.27883027285,22639406.2747011,4758.08851059973,7.78671325663048e-13
6256.96,11976.2177240499,-5719.25772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
11018.48,11976.2177240499,-957.737724049917,22639406.2747011,4758.08851059973,7.78671325663048e-13
9353.66,11976.2177240499,-2622.55772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
9639.45,9602.92531472079,36.5246852792079,22639406.2747011,4758.08851059973,7.78671325663048e-13
8724.38,11976.2177240499,-3251.83772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
12339.79,13863.915170598,-1524.12517059804,22639406.2747011,4758.08851059973,7.78671325663048e-13
22813.59,11976.2177240499,10837.3722759501,22639406.2747011,4758.08851059973,7.78671325663048e-13
8214.82,11976.2177240499,-3761.39772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
8456.857497,11976.2177240499,-3519.36022704992,22639406.2747011,4758.08851059973,7.78671325663048e-13
6582.817928,11976.2177240499,-5393.39979604992,22639406.2747011,4758.08851059973,7.78671325663048e-13
11998.45955,11976.2177240499,22.2418259500828,22639406.2747011,4758.08851059973,7.78671325663048e-13
17278.97,11976.2177240499,5302.75227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
11177.62,13863.915170598,-2686.29517059804,22639406.2747011,4758.08851059973,7.78671325663048e-13
9919.558084,11976.2177240499,-2056.65964004992,22639406.2747011,4758.08851059973,7.78671325663048e-13
8716.57,11976.2177240499,-3259.64772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
3228.77,7926.15063786792,-4697.38063786792,22639406.2747011,4758.08851059973,7.78671325663048e-13
4456.756038,10837.1988302728,-6380.44279227285,22639406.2747011,4758.08851059973,7.78671325663048e-13
9910.3,7926.15063786792,1984.14936213208,22639406.2747011,4758.08851059973,7.78671325663048e-13
14133.45,20850.3873864545,-6716.93738645454,22639406.2747011,4758.08851059973,7.78671325663048e-13
13829.46,20850.3873864545,-7020.92738645454,22639406.2747011,4758.08851059973,7.78671325663048e-13
4746.72,7926.15063786792,-3179.43063786792,22639406.2747011,4758.08851059973,7.78671325663048e-13
23122.51,20850.3873864545,2272.12261354546,22639406.2747011,4758.08851059973,7.78671325663048e-13
27839.78,20850.3873864545,6989.39261354546,22639406.2747011,4758.08851059973,7.78671325663048e-13
18101.18,20850.3873864545,-2749.20738645454,22639406.2747011,4758.08851059973,7.78671325663048e-13
11367.42,7926.15063786792,3441.26936213208,22639406.2747011,4758.08851059973,7.78671325663048e-13
17446.84,20850.3873864545,-3403.54738645454,22639406.2747011,4758.08851059973,7.78671325663048e-13
18020.26,11976.2177240499,6044.04227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
18713.09397,11976.2177240499,6736.87624595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
5212.601666,11976.2177240499,-6763.61605804992,22639406.2747011,4758.08851059973,7.78671325663048e-13
6609.122156,11976.2177240499,-5367.09556804992,22639406.2747011,4758.08851059973,7.78671325663048e-13
9117.512792,11976.2177240499,-2858.70493204992,22639406.2747011,4758.08851059973,7.78671325663048e-13
12789.32551,11976.2177240499,813.107785950084,22639406.2747011,4758.08851059973,7.78671325663048e-13
9031.530084,10837.1988302728,-1805.66874627285,22639406.2747011,4758.08851059973,7.78671325663048e-13
14513.62,11976.2177240499,2537.40227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
18644.78176,10837.1988302728,7807.58292972715,22639406.2747011,4758.08851059973,7.78671325663048e-13
26473.03,11976.2177240499,14496.8122759501,22639406.2747011,4758.08851059973,7.78671325663048e-13
11252.88,11976.2177240499,-723.337724049918,22639406.2747011,4758.08851059973,7.78671325663048e-13
7165.354706,10321.8931830274,-3156.53847702737,22639406.2747011,4758.08851059973,7.78671325663048e-13
7798.29,9602.92531472079,-1804.63531472079,22639406.2747011,4758.08851059973,7.78671325663048e-13
11332.66478,11976.2177240499,-643.552944049918,22639406.2747011,4758.08851059973,7.78671325663048e-13
3676.55,11976.2177240499,-8299.66772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
14769.43,11976.2177240499,2793.21227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
12231.74737,10837.1988302728,1394.54853972715,22639406.2747011,4758.08851059973,7.78671325663048e-13
24813.66,11976.2177240499,12837.4422759501,22639406.2747011,4758.08851059973,7.78671325663048e-13
8701.81,10837.1988302728,-2135.38883027285,22639406.2747011,4758.08851059973,7.78671325663048e-13
12351.31508,10837.1988302728,1514.11624972715,22639406.2747011,4758.08851059973,7.78671325663048e-13
14189.73,11976.2177240499,2213.51227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
12303.17698,10837.1988302728,1465.97814972715,22639406.2747011,4758.08851059973,7.78671325663048e-13
18000.69,11976.2177240499,6024.47227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
5911.664182,10321.8931830274,-4410.22900102737,22639406.2747011,4758.08851059973,7.78671325663048e-13
14359.37426,10321.8931830274,4037.48107697263,22639406.2747011,4758.08851059973,7.78671325663048e-13
2846.607594,11976.2177240499,-9129.61013004992,22639406.2747011,4758.08851059973,7.78671325663048e-13
10733.25524,10837.1988302728,-103.943590272849,22639406.2747011,4758.08851059973,7.78671325663048e-13
12452.64767,13863.915170598,-1411.26750059804,22639406.2747011,4758.08851059973,7.78671325663048e-13
14780.64534,11976.2177240499,2804.42761595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
12292.03,10321.8931830274,1970.13681697263,22639406.2747011,4758.08851059973,7.78671325663048e-13
24483.9,11976.2177240499,12507.6822759501,22639406.2747011,4758.08851059973,7.78671325663048e-13
9108.6,11976.2177240499,-2867.61772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
6309.43,10321.8931830274,-4012.46318302737,22639406.2747011,4758.08851059973,7.78671325663048e-13
5023.206161,11976.2177240499,-6953.01156304992,22639406.2747011,4758.08851059973,7.78671325663048e-13
5877.694987,11976.2177240499,-6098.52273704992,22639406.2747011,4758.08851059973,7.78671325663048e-13
6947.764603,10321.8931830274,-3374.12858002737,22639406.2747011,4758.08851059973,7.78671325663048e-13
10778.5967,10837.1988302728,-58.6021302728495,22639406.2747011,4758.08851059973,7.78671325663048e-13
10537.68848,11976.2177240499,-1438.52924404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
4583.839863,11976.2177240499,-7392.37786104992,22639406.2747011,4758.08851059973,7.78671325663048e-13
5376.986499,10837.1988302728,-5460.21233127285,22639406.2747011,4758.08851059973,7.78671325663048e-13
8729.126409,10837.1988302728,-2108.07242127285,22639406.2747011,4758.08851059973,7.78671325663048e-13
5924.03,10837.1988302728,-4913.16883027285,22639406.2747011,4758.08851059973,7.78671325663048e-13
10638.63381,11976.2177240499,-1337.58391404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
12576.34,11976.2177240499,600.122275950083,22639406.2747011,4758.08851059973,7.78671325663048e-13
15703.87,11976.2177240499,3727.65227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
7756.024905,11976.2177240499,-4220.19281904992,22639406.2747011,4758.08851059973,7.78671325663048e-13
18709.66,11976.2177240499,6733.44227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
14166.4,11976.2177240499,2190.18227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
15063.63,11976.2177240499,3087.41227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
19070.23,11976.2177240499,7094.01227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
6244.2,10321.8931830274,-4077.69318302737,22639406.2747011,4758.08851059973,7.78671325663048e-13
6747.630952,9602.92531472079,-2855.29436272079,22639406.2747011,4758.08851059973,7.78671325663048e-13
20300.6,11976.2177240499,8324.38227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
11525.91,10837.1988302728,688.71116972715,22639406.2747011,4758.08851059973,7.78671325663048e-13
8214.07,11976.2177240499,-3762.14772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
18265.17,11976.2177240499,6288.95227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
13328.96,11976.2177240499,1352.74227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
12677.62665,11976.2177240499,701.408925950083,22639406.2747011,4758.08851059973,7.78671325663048e-13
5167.69,11976.2177240499,-6808.52772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
18914.19,20850.3873864545,-1936.19738645454,22639406.2747011,4758.08851059973,7.78671325663048e-13
17389.88,20850.3873864545,-3460.50738645454,22639406.2747011,4758.08851059973,7.78671325663048e-13
9352.32,11976.2177240499,-2623.89772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
12681.96319,11976.2177240499,705.745465950084,22639406.2747011,4758.08851059973,7.78671325663048e-13
2871.17,11976.2177240499,-9105.04772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
7290.6,11976.2177240499,-4685.61772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
14579.97,11976.2177240499,2603.75227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
17518.49,9602.92531472079,7915.56468527921,22639406.2747011,4758.08851059973,7.78671325663048e-13
7093.107275,11976.2177240499,-4883.11044904992,22639406.2747011,4758.08851059973,7.78671325663048e-13
11224.06075,10837.1988302728,386.861919727151,22639406.2747011,4758.08851059973,7.78671325663048e-13
15287.74,11976.2177240499,3311.52227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
9859.37,10837.1988302728,-977.828830272849,22639406.2747011,4758.08851059973,7.78671325663048e-13
10694.16,10321.8931830274,372.266816972628,22639406.2747011,4758.08851059973,7.78671325663048e-13
12265.85792,11976.2177240499,289.640195950084,22639406.2747011,4758.08851059973,7.78671325663048e-13
8005.92,11976.2177240499,-3970.29772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
16847.16153,25537.97900125,-8690.81747124999,22639406.2747011,4758.08851059973,7.78671325663048e-13
9488.279718,11976.2177240499,-2487.93800604992,22639406.2747011,4758.08851059973,7.78671325663048e-13
14571.1935,10837.1988302728,3733.99466972715,22639406.2747011,4758.08851059973,7.78671325663048e-13
18254.97,10837.1988302728,7417.77116972715,22639406.2747011,4758.08851059973,7.78671325663048e-13
19466.31,20850.3873864545,-1384.07738645454,22639406.2747011,4758.08851059973,7.78671325663048e-13
6897.84,9602.92531472079,-2705.08531472079,22639406.2747011,4758.08851059973,7.78671325663048e-13
4317.383111,10837.1988302728,-6519.81571927285,22639406.2747011,4758.08851059973,7.78671325663048e-13
14436.68057,11976.2177240499,2460.46284595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
20480.07469,11976.2177240499,8503.85696595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
20460.18,11976.2177240499,8483.96227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
3582.25,13863.915170598,-10281.665170598,22639406.2747011,4758.08851059973,7.78671325663048e-13
15378.66481,11976.2177240499,3402.44708595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
9222.766168,9602.92531472079,-380.159146720793,22639406.2747011,4758.08851059973,7.78671325663048e-13
11411.52554,11976.2177240499,-564.692184049916,22639406.2747011,4758.08851059973,7.78671325663048e-13
12368.74901,11976.2177240499,392.531285950083,22639406.2747011,4758.08851059973,7.78671325663048e-13
11687.68887,10321.8931830274,1365.79568697263,22639406.2747011,4758.08851059973,7.78671325663048e-13
12422.30147,11976.2177240499,446.083745950084,22639406.2747011,4758.08851059973,7.78671325663048e-13
12049.02,7926.15063786792,4122.86936213208,22639406.2747011,4758.08851059973,7.78671325663048e-13
10885.85,11976.2177240499,-1090.36772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
9752.709645,11976.2177240499,-2223.50807904992,22639406.2747011,4758.08851059973,7.78671325663048e-13
9000.371444,11976.2177240499,-2975.84628004992,22639406.2747011,4758.08851059973,7.78671325663048e-13
16793.91,11976.2177240499,4817.69227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
23392.25,11976.2177240499,11416.0322759501,22639406.2747011,4758.08851059973,7.78671325663048e-13
15341.2791,13863.915170598,1477.36392940196,22639406.2747011,4758.08851059973,7.78671325663048e-13
11501.47695,7926.15063786792,3575.32631213208,22639406.2747011,4758.08851059973,7.78671325663048e-13
8451.090788,11976.2177240499,-3525.12693604992,22639406.2747011,4758.08851059973,7.78671325663048e-13
14971.96371,11976.2177240499,2995.74598595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
17031.78,11976.2177240499,5055.56227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
17127.37021,11976.2177240499,5151.15248595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
12907.43667,11976.2177240499,931.218945950082,22639406.2747011,4758.08851059973,7.78671325663048e-13
18823.39339,10321.8931830274,8501.50020697263,22639406.2747011,4758.08851059973,7.78671325663048e-13
7028.520001,10837.1988302728,-3808.67882927285,22639406.2747011,4758.08851059973,7.78671325663048e-13
12016.82,10837.1988302728,1179.62116972715,22639406.2747011,4758.08851059973,7.78671325663048e-13
9234.29,11976.2177240499,-2741.92772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
10386.10204,11976.2177240499,-1590.11568404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
12503.47431,11976.2177240499,527.256585950083,22639406.2747011,4758.08851059973,7.78671325663048e-13
19761.04714,13863.915170598,5897.13196940196,22639406.2747011,4758.08851059973,7.78671325663048e-13
18281.32,10837.1988302728,7444.12116972715,22639406.2747011,4758.08851059973,7.78671325663048e-13
10693.49866,10837.1988302728,-143.70017027285,22639406.2747011,4758.08851059973,7.78671325663048e-13
11368.43485,11976.2177240499,-607.782874049917,22639406.2747011,4758.08851059973,7.78671325663048e-13
7077.07,11976.2177240499,-4899.14772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
10125.63187,10837.1988302728,-711.56696027285,22639406.2747011,4758.08851059973,7.78671325663048e-13
6793.77215,10837.1988302728,-4043.42668027285,22639406.2747011,4758.08851059973,7.78671325663048e-13
2801.553477,10321.8931830274,-7520.33970602737,22639406.2747011,4758.08851059973,7.78671325663048e-13
10296.14572,10321.8931830274,-25.7474630273719,22639406.2747011,4758.08851059973,7.78671325663048e-13
6756.154508,13863.915170598,-7107.76066259804,22639406.2747011,4758.08851059973,7.78671325663048e-13
8325.390132,11976.2177240499,-3650.82759204992,22639406.2747011,4758.08851059973,7.78671325663048e-13
16281.77,11976.2177240499,4305.55227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
12528.57,11976.2177240499,552.352275950083,22639406.2747011,4758.08851059973,7.78671325663048e-13
9749.06,10321.8931830274,-572.833183027373,22639406.2747011,4758.08851059973,7.78671325663048e-13
6963.615461,10321.8931830274,-3358.27772202737,22639406.2747011,4758.08851059973,7.78671325663048e-13
15983.41717,13863.915170598,2119.50199940196,22639406.2747011,4758.08851059973,7.78671325663048e-13
14693.16,20850.3873864545,-6157.22738645454,22639406.2747011,4758.08851059973,7.78671325663048e-13
15706.91,20850.3873864545,-5143.47738645454,22639406.2747011,4758.08851059973,7.78671325663048e-13
7663.29,11976.2177240499,-4312.92772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
12917.95781,11976.2177240499,941.740085950083,22639406.2747011,4758.08851059973,7.78671325663048e-13
8522.38,11976.2177240499,-3453.83772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
11073.2,11976.2177240499,-903.017724049916,22639406.2747011,4758.08851059973,7.78671325663048e-13
10820.36,10837.1988302728,-16.838830272849,22639406.2747011,4758.08851059973,7.78671325663048e-13
7807.19,11976.2177240499,-4169.02772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
17768.5,20850.3873864545,-3081.88738645454,22639406.2747011,4758.08851059973,7.78671325663048e-13
14690.65,11976.2177240499,2714.43227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
14958.59,10321.8931830274,4636.69681697263,22639406.2747011,4758.08851059973,7.78671325663048e-13
17945.26564,11976.2177240499,5969.04791595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
15776.98717,11976.2177240499,3800.76944595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
9371.327856,11976.2177240499,-2604.88986804992,22639406.2747011,4758.08851059973,7.78671325663048e-13
16634.43,11976.2177240499,4658.21227595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
10619.77,11976.2177240499,-1356.44772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
13157.16386,11976.2177240499,1180.94613595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
15146.55503,13863.915170598,1282.63985940196,22639406.2747011,4758.08851059973,7.78671325663048e-13
9695.141804,11976.2177240499,-2281.07592004992,22639406.2747011,4758.08851059973,7.78671325663048e-13
14993.28396,11976.2177240499,3017.06623595008,22639406.2747011,4758.08851059973,7.78671325663048e-13
5528.629232,11976.2177240499,-6447.58849204992,22639406.2747011,4758.08851059973,7.78671325663048e-13
6246.20269,11976.2177240499,-5730.01503404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
12047.81501,11976.2177240499,71.5972859500835,22639406.2747011,4758.08851059973,7.78671325663048e-13
3681.653408,10321.8931830274,-6640.23977502737,22639406.2747011,4758.08851059973,7.78671325663048e-13
10485.34137,11976.2177240499,-1490.87635404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
5612.67,11976.2177240499,-6363.54772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
7189.12,11976.2177240499,-4787.09772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
5959.87,11976.2177240499,-6016.34772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
2594.86,7926.15063786792,-5331.29063786792,22639406.2747011,4758.08851059973,7.78671325663048e-13
7285.72,11976.2177240499,-4690.49772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
10851.36,10837.1988302728,14.161169727151,22639406.2747011,4758.08851059973,7.78671325663048e-13
14487.53191,10837.1988302728,3650.33307972715,22639406.2747011,4758.08851059973,7.78671325663048e-13
11166.7,11976.2177240499,-809.517724049916,22639406.2747011,4758.08851059973,7.78671325663048e-13
9155.21,11976.2177240499,-2821.00772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
11408.12,11976.2177240499,-568.097724049916,22639406.2747011,4758.08851059973,7.78671325663048e-13
10258.84,11976.2177240499,-1717.37772404992,22639406.2747011,4758.08851059973,7.78671325663048e-13
9255.32,10837.1988302728,-1581.87883027285,22639406.2747011,4758.08851059973,7.78671325663048e-13
15178.96,14373.9472811778,805.012718822223,22639406.2747011,4758.08851059973,7.78671325663048e-13
11283.5,10837.1988302728,446.30116972715,22639406.2747011,4758.08851059973,7.78671325663048e-13
